time,red,green,blue
2.9333333333333331,100.0,0.0,0.0
2.9666666666666668,100.0,0.0,0.0
3.0,100.0,0.0,0.0
3.0333333333333332,100.0,0.0,0.0
3.0666666666666664,100.0,0.0,0.0
3.1000000000000001,100.0,0.0,0.0
3.1333333333333333,100.0,0.0,0.0
3.1666666666666665,100.0,0.0,0.0
3.2000000000000002,100.0,0.0,0.0
3.2333333333333334,100.0,0.0,0.0
3.2666666666666666,100.0,0.0,0.0
3.2999999999999998,100.0,0.0,0.0
3.3333333333333335,100.0,0.0,0.0
3.3666666666666667,100.0,0.0,0.0
3.3999999999999999,100.0,0.0,0.0
3.4333333333333331,100.0,0.0,0.0
3.4666666666666668,100.0,0.0,0.0
3.5,100.0,0.0,0.0
3.5333333333333332,100.0,0.0,0.0
3.5666666666666664,100.0,0.0,0.0
3.6000000000000001,100.0,0.0,0.0
3.6333333333333333,100.0,0.0,0.0
3.6666666666666665,100.0,0.0,0.0
3.6999999999999997,100.0,0.0,0.0
3.7333333333333334,100.0,0.0,0.0
3.7666666666666666,100.0,0.0,0.0
3.7999999999999998,100.0,0.0,0.0
3.8333333333333335,100.0,0.0,0.0
3.8666666666666667,100.0,0.0,0.0
3.8999999999999999,100.0,0.0,0.0
3.9333333333333331,100.0,0.0,0.0
3.9666666666666668,100.0,0.0,0.0
4.0,100.0,0.0,0.0
4.0333333333333332,100.0,0.0,0.0
4.0666666666666664,100.0,0.0,0.0
4.0999999999999996,100.0,0.0,0.0
4.1333333333333329,100.0,0.0,0.0
4.166666666666667,100.0,0.0,0.0
4.2000000000000002,100.0,0.0,0.0
4.2333333333333334,100.0,0.0,0.0
4.2666666666666666,100.0,0.0,0.0
4.2999999999999998,100.0,0.0,0.0
4.333333333333333,100.0,0.0,0.0
4.3666666666666663,100.0,0.0,0.0
4.4000000000000004,100.0,0.0,0.0
4.4333333333333336,100.0,0.0,0.0
4.4666666666666668,100.0,0.0,0.0
4.5,100.0,0.0,0.0
4.5333333333333332,100.0,0.0,0.0
4.5666666666666664,100.0,0.0,0.0
4.5999999999999996,100.0,0.0,0.0
4.6333333333333329,100.0,0.0,0.0
4.666666666666667,100.0,0.0,0.0
4.7000000000000002,100.0,0.0,0.0
4.7333333333333334,100.0,0.0,0.0
4.7666666666666666,100.0,0.0,0.0
4.7999999999999998,100.0,0.0,0.0
4.833333333333333,100.0,0.0,0.0
4.8666666666666663,100.0,0.0,0.0
4.9000000000000004,100.0,0.0,0.0
4.9333333333333336,100.0,0.0,0.0
4.9666666666666668,100.0,0.0,0.0
5.0,100.0,0.0,0.0
5.0333333333333332,100.0,0.0,0.0
5.0666666666666664,100.0,0.0,0.0
5.0999999999999996,100.0,0.0,0.0
5.1333333333333329,100.0,0.0,0.0
5.166666666666667,100.0,0.0,0.0
5.2000000000000002,100.0,0.0,0.0
5.2333333333333334,100.0,0.0,0.0
5.2666666666666666,100.0,0.0,0.0
